Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_010059_20130504_20200912_02_T1,LC08_L1TP_010059_20130504_20200912_02_T1,LC80100592013124LGN02,2013/05/04,T1,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-04 15:27:27.948786,2013-05-04 15:27:57.744806,LGN,DAY,  73.94,  75.95,122,5,    6.801,    4.575,    5.032,LPGS_15.3.1c,60.97564500,58.16968443,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.98"N,78°09'36.97"W,2°26'00.13"N,79°10'11.53"W,2°25'44.72"N,77°08'55.14"W,0°27'10.94"N,79°10'17.22"W,0°27'08.06"N,77°09'07.09"W,  1.44666, -78.16027,  2.43337, -79.16987,  2.42909, -77.14865,  0.45304, -79.17145,  0.45224, -77.15197,LC08_L2SP_010059_20130504_20200912_02_T1,LC80100592013124LGN02
LC08_L2SP_010060_20130504_20200913_02_T1,LC08_L1TP_010060_20130504_20200913_02_T1,LC80100602013124LGN02,2013/05/04,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-04 15:27:51.873711,2013-05-04 15:28:21.669731,LGN,DAY,  44.94,  44.94,207,5,    7.446,    4.105,    6.212,LPGS_15.3.1c,60.01715641,56.21665570,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.22"N,78°28'03.18"W,0°59'15.43"N,79°28'42.60"W,0°59'09.85"N,77°27'29.81"W,0°59'44.70"S,79°28'42.60"W,0°59'39.08"S,77°27'29.77"W,  0.00006, -78.46755,  0.98762, -79.47850,  0.98607, -77.45828, -0.99575, -79.47850, -0.99419, -77.45827,LC08_L2SP_010060_20130504_20200913_02_T1,LC80100602013124LGN02
LC08_L2SP_010061_20130504_20200912_02_T1,LC08_L1TP_010061_20130504_20200912_02_T1,LC80100612013124LGN02,2013/05/04,T1,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-04 15:28:15.798636,2013-05-04 15:28:45.594656,LGN,DAY,  54.92,  54.92,215,5,    7.391,    4.574,    5.806,LPGS_15.3.1c,59.02294840,54.39876077,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.44"S,78°46'29.24"W,0°27'30.96"S,79°47'19.10"W,0°27'28.66"S,77°45'55.80"W,2°26'31.96"S,79°47'15.29"W,2°26'19.82"S,77°45'45.68"W, -1.44651, -78.77479, -0.45860, -79.78864, -0.45796, -77.76550, -2.44221, -79.78758, -2.43884, -77.76269,LC08_L2SP_010061_20130504_20200912_02_T1,LC80100612013124LGN02
LC08_L2SP_010062_20130504_20200912_02_T1,LC08_L1TP_010062_20130504_20200912_02_T1,LC80100622013124LGN02,2013/05/04,T1,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-04 15:28:39.723561,2013-05-04 15:29:09.519581,LGN,DAY,  64.13,  65.10,242,5,    7.716,    4.527,    6.248,LPGS_15.3.1c,57.99643324,52.70834608,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.30"S,79°04'56.28"W,1°54'18.43"S,80°05'53.41"W,1°54'10.26"S,78°04'15.24"W,3°53'20.04"S,80°05'47.76"W,3°53'03.34"S,78°03'56.88"W, -2.89286, -79.08230, -1.90512, -80.09817, -1.90285, -78.07090, -3.88890, -80.09660, -3.88426, -78.06580,LC08_L2SP_010062_20130504_20200912_02_T1,LC80100622013124LGN02
LC08_L2SP_010063_20130504_20200913_02_T1,LC08_L1TP_010063_20130504_20200913_02_T1,LC80100632013124LGN02,2013/05/04,T1,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-04 15:29:03.648486,2013-05-04 15:29:33.444506,LGN,DAY,  50.91,  50.92,255,5,    7.838,    4.780,    6.212,LPGS_15.3.1c,56.94065545,51.13729814,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.76"S,79°23'25.01"W,3°21'06.52"S,80°24'27.65"W,3°20'54.49"S,78°22'39.83"W,5°20'08.38"S,80°24'22.07"W,5°19'49.19"S,78°22'15.17"W, -4.33910, -79.39028, -3.35181, -80.40768, -3.34847, -78.37773, -5.33566, -80.40613, -5.33033, -78.37088,LC08_L2SP_010063_20130504_20200913_02_T1,LC80100632013124LGN02
LC08_L2SP_010064_20130504_20200913_02_T1,LC08_L1TP_010064_20130504_20200913_02_T1,LC80100642013124LGN02,2013/05/04,T1,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-04 15:29:27.577647,2013-05-04 15:29:57.373667,LGN,DAY,  34.05,  34.34,195,5,    7.486,    4.332,    6.105,LPGS_15.3.1c,55.85821560,49.67784638,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'07.30"S,79°41'56.72"W,4°47'54.67"S,80°43'03.83"W,4°47'40.74"S,78°41'01.97"W,6°46'56.53"S,80°43'00.30"W,6°46'36.80"S,78°40'32.84"W, -5.78536, -79.69909, -4.79852, -80.71773, -4.79465, -78.68388, -6.78237, -80.71675, -6.77689, -78.67579,LC08_L2SP_010064_20130504_20200913_02_T1,LC80100642013124LGN02
LC08_L2SP_008060_20130506_20200912_02_T1,LC08_L1TP_008060_20130506_20200912_02_T1,LC80080602013126LGN02,2013/05/06,T1,2, 008, 060, 008, 060,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-06 15:15:31.631287,2013-05-06 15:16:01.427308,LGN,DAY,  86.81,  86.81,38,5,    9.831,    6.798,    7.103,LPGS_15.3.1c,59.76446414,55.21128053,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.14"N,75°22'55.06"W,0°59'15.61"N,76°23'34.84"W,0°59'16.48"N,74°22'15.06"W,0°59'35.16"S,76°23'34.87"W,0°59'35.99"S,74°22'15.06"W,  0.00004, -75.38196,  0.98767, -76.39301,  0.98791, -74.37085, -0.99310, -76.39302, -0.99333, -74.37085,LC08_L2SP_008060_20130506_20200912_02_T1,LC80080602013126LGN02
LC08_L2SP_008061_20130506_20200912_02_T2,LC08_L1GT_008061_20130506_20200912_02_T2,LC80080612013126LGN02,2013/05/06,T2,2, 008, 061, 008, 061,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-06 15:15:55.551976,2013-05-06 15:16:25.347996,LGN,DAY,  51.08,  51.08,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.75225342,53.44166086,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.21"S,75°41'21.08"W,0°27'30.60"S,76°42'00.36"W,0°27'31.28"S,74°40'41.77"W,2°26'20.26"S,76°42'05.65"W,2°26'24.04"S,74°40'40.76"W, -1.44617, -75.68919, -0.45850, -76.70010, -0.45869, -74.67827, -2.43896, -76.70157, -2.44001, -74.67799,LC08_L2SP_008061_20130506_20200912_02_T2,LC80080612013126LGN02
LC08_L2SP_008062_20130506_20200912_02_T1,LC08_L1TP_008062_20130506_20200912_02_T1,LC80080622013126LGN02,2013/05/06,T1,2, 008, 062, 008, 062,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-06 15:16:19.481137,2013-05-06 15:16:49.277158,LGN,DAY,  86.43,  86.43,31,5,    7.707,    4.872,    5.973,LPGS_15.3.1c,57.70871981,51.79652315,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.26"S,75°59'48.19"W,1°54'15.05"S,77°00'29.99"W,1°54'19.30"S,74°59'08.20"W,3°53'03.34"S,77°00'42.55"W,3°53'12.01"S,74°59'08.12"W, -2.89285, -75.99672, -1.90418, -77.00833, -1.90536, -74.98561, -3.88426, -77.01182, -3.88667, -74.98559,LC08_L2SP_008062_20130506_20200912_02_T1,LC80080622013126LGN02
LC08_L2SP_011059_20130511_20200912_02_T2,LC08_L1GT_011059_20130511_20200912_02_T2,LC80110592013131LGN02,2013/05/11,T2,2, 011, 059, 011, 059,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-11 15:33:45.384614,2013-05-11 15:34:15.180634,LGN,DAY,  99.90,  93.33,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,60.12761586,54.71249396,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.15"N,79°43'42.71"W,2°26'04.52"N,80°44'24.18"W,2°25'57.61"N,78°43'00.59"W,0°27'11.77"N,80°44'25.01"W,0°27'10.48"N,78°43'07.68"W,  1.44643, -79.72853,  2.43459, -80.74005,  2.43267, -78.71683,  0.45327, -80.74028,  0.45291, -78.71880,LC08_L2SP_011059_20130511_20200912_02_T2,LC80110592013131LGN02
LC08_L2SP_011060_20130511_20200913_02_T2,LC08_L1GT_011060_20130511_20200913_02_T2,LC80110602013131LGN02,2013/05/11,T2,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-11 15:34:09.305303,2013-05-11 15:34:39.101323,LGN,DAY,  23.68,  25.01,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,59.10603292,52.92727764,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.25"N,80°02'08.77"W,0°59'16.69"N,81°02'51.50"W,0°59'14.57"N,79°01'32.56"W,0°59'36.20"S,81°02'51.50"W,0°59'34.08"S,79°01'32.56"W,  0.00007, -80.03577,  0.98797, -81.04764,  0.98738, -79.02571, -0.99339, -81.04764, -0.99280, -79.02571,LC08_L2SP_011060_20130511_20200913_02_T2,LC80110602013131LGN02
LC08_L2SP_011061_20130511_20200912_02_T1,LC08_L1TP_011061_20130511_20200912_02_T1,LC80110612013131LGN02,2013/05/11,T1,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-11 15:34:33.230228,2013-05-11 15:35:03.026248,LGN,DAY,  77.37,  72.87,117,5,    6.421,    4.700,    4.376,LPGS_15.3.1c,58.05343556,51.26972269,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.44"S,80°20'34.73"W,0°27'31.28"S,81°21'17.96"W,0°27'30.60"S,79°19'59.30"W,2°26'24"S,81°21'19.04"W,2°26'20.44"S,79°19'54.08"W, -1.44651, -80.34298, -0.45869, -81.35499, -0.45850, -79.33314, -2.44000, -81.35529, -2.43901, -79.33169,LC08_L2SP_011061_20130511_20200912_02_T1,LC80110612013131LGN02
LC08_L2SP_011062_20130511_20200912_02_T1,LC08_L1TP_011062_20130511_20200912_02_T1,LC80110622013131LGN02,2013/05/11,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-11 15:34:57.155153,2013-05-11 15:35:26.951173,LGN,DAY,  44.22,  36.93,165,5,    7.234,    4.861,    5.358,LPGS_15.3.1c,56.97299278,49.73192994,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.44"S,80°39'01.73"W,1°54'18.83"S,81°39'45.61"W,1°54'17.35"S,79°38'22.88"W,3°53'11.04"S,81°39'49.75"W,3°53'08.02"S,79°38'14.35"W, -2.89290, -80.65048, -1.90523, -81.66267, -1.90482, -79.63969, -3.88640, -81.66382, -3.88556, -79.63732,LC08_L2SP_011062_20130511_20200912_02_T1,LC80110622013131LGN02
LC08_L2SP_011063_20130511_20200913_02_T1,LC08_L1TP_011063_20130511_20200913_02_T1,LC80110632013131LGN02,2013/05/11,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-11 15:35:21.080077,2013-05-11 15:35:50.876098,LGN,DAY,  12.83,   7.40,390,5,    6.253,    4.041,    4.771,LPGS_15.3.1c,55.86736103,48.30554750,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'21.05"S,80°57'30.49"W,3°21'05.44"S,81°58'16.57"W,3°21'05.11"S,79°56'45.31"W,5°19'56.89"S,81°58'25.72"W,5°19'56.39"S,79°56'35.41"W, -4.33918, -80.95847, -3.35151, -81.97127, -3.35142, -79.94592, -5.33247, -81.97381, -5.33233, -79.94317,LC08_L2SP_011063_20130511_20200913_02_T1,LC80110632013131LGN02
LC08_L2SP_009059_20130513_20200913_02_T2,LC08_L1GT_009059_20130513_20200913_02_T2,LC80090592013133LGN02,2013/05/13,T2,2, 009, 059, 009, 059,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-13 15:21:25.506133,2013-05-13 15:21:55.302153,LGN,DAY,  65.41,  65.41,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,59.87610033,53.85872366,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.50"N,76°38'39.95"W,2°25'55.16"N,77°39'22"W,2°26'04.09"N,75°37'59.59"W,0°27'10.01"N,77°39'13.72"W,0°27'11.66"N,75°37'57.61"W,  1.44625, -76.64443,  2.43199, -77.65611,  2.43447, -75.63322,  0.45278, -77.65381,  0.45324, -75.63267,LC08_L2SP_009059_20130513_20200913_02_T2,LC80090592013133LGN02
LC08_L2SP_009060_20130513_20200913_02_T2,LC08_L1GT_009060_20130513_20200913_02_T2,LC80090602013133LGN02,2013/05/13,T2,2, 009, 060, 009, 060,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-13 15:21:49.422586,2013-05-13 15:22:19.218606,LGN,DAY,  12.29,  12.29,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.83966550,52.11725117,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.36"N,76°57'05.58"W,0°59'11.90"N,77°57'49.79"W,0°59'16.19"N,75°56'34.12"W,0°59'31.42"S,77°57'49.82"W,0°59'35.74"S,75°56'34.12"W,  0.00010, -76.95155,  0.98664, -77.96383,  0.98783, -75.94281, -0.99206, -77.96384, -0.99326, -75.94281,LC08_L2SP_009060_20130513_20200913_02_T2,LC80090602013133LGN02
LC08_L2SP_009061_20130513_20200913_02_T1,LC08_L1TP_009061_20130513_20200913_02_T1,LC80090612013133LGN02,2013/05/13,T1,2, 009, 061, 009, 061,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-13 15:22:13.347511,2013-05-13 15:22:43.143531,LGN,DAY,  76.44,  76.44,51,5,    6.122,    3.918,    4.704,LPGS_15.3.1c,57.77319855,50.50101697,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.29"S,77°15'31.57"W,0°27'38.38"S,78°16'03.72"W,0°27'40.68"S,76°14'50.28"W,2°26'09.78"S,78°16'13.91"W,2°26'22.06"S,76°14'54.20"W, -1.44647, -77.25877, -0.46066, -78.26770, -0.46130, -76.24730, -2.43605, -78.27053, -2.43946, -76.24839,LC08_L2SP_009061_20130513_20200913_02_T1,LC80090612013133LGN02
LC08_L2SP_009062_20130513_20200913_02_T1,LC08_L1TP_009062_20130513_20200913_02_T1,LC80090622013133LGN02,2013/05/13,T1,2, 009, 062, 009, 062,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-13 15:22:37.272436,2013-05-13 15:23:07.068456,LGN,DAY,  82.02,  82.02,59,5,    5.901,    3.308,    4.887,LPGS_15.3.1c,56.67996729,49.00216714,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.48"S,77°33'58.50"W,1°54'15.62"S,78°34'25.18"W,1°54'26.50"S,76°33'19.33"W,3°52'54.34"S,78°34'47.53"W,3°53'16.58"S,76°33'29.09"W, -2.89291, -77.56625, -1.90434, -78.57366, -1.90736, -76.55537, -3.88176, -78.57987, -3.88794, -76.55808,LC08_L2SP_009062_20130513_20200913_02_T1,LC80090622013133LGN02
LC08_L2SP_009063_20130513_20200913_02_T2,LC08_L1GT_009063_20130513_20200913_02_T2,LC80090632013133LGN02,2013/05/13,T2,2, 009, 063, 009, 063,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-13 15:23:01.193125,2013-05-13 15:23:30.989145,LGN,DAY,  96.76,  96.76,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,55.56277929,47.61272394,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'20.18"S,77°52'26.98"W,3°20'58.85"S,78°52'56.28"W,3°21'20.30"S,76°51'34.20"W,5°19'25.07"S,78°53'32.68"W,5°19'59.23"S,76°51'51.66"W, -4.33894, -77.87416, -3.34968, -78.88230, -3.35564, -76.85950, -5.32363, -78.89241, -5.33312, -76.86435,LC08_L2SP_009063_20130513_20200913_02_T2,LC80090632013133LGN02
LC08_L2SP_010059_20130520_20200912_02_T2,LC08_L1GT_010059_20130520_20200912_02_T2,LC80100592013140LGN02,2013/05/20,T2,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-20 15:27:40.9013,2013-05-20 15:28:10.69732,LGN,DAY,  88.65,  87.56,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.98700402,51.30409463,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.82"N,78°12'15.91"W,2°26'00.35"N,79°12'46.87"W,2°25'45.19"N,77°11'39.91"W,0°27'10.98"N,79°12'52.45"W,0°27'08.17"N,77°11'51.76"W,  1.44634, -78.20442,  2.43343, -79.21302,  2.42922, -77.19442,  0.45305, -79.21457,  0.45227, -77.19771,LC08_L2SP_010059_20130520_20200912_02_T2,LC80100592013140LGN02
LC08_L2SP_010060_20130520_20200913_02_T1,LC08_L1TP_010060_20130520_20200913_02_T1,LC80100602013140LGN02,2013/05/20,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-20 15:28:04.821989,2013-05-20 15:28:34.618009,LGN,DAY,  67.67,  67.67,16,5,    8.898,    6.487,    6.090,LPGS_15.3.1c,57.90663788,49.69854921,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.40"S,78°30'41.83"W,0°59'15.47"N,79°31'17.87"W,0°59'10"N,77°30'04.82"W,0°59'44.77"S,79°31'17.83"W,0°59'39.26"S,77°30'04.79"W, -0.00011, -78.51162,  0.98763, -79.52163,  0.98611, -77.50134, -0.99577, -79.52162, -0.99424, -77.50133,LC08_L2SP_010060_20130520_20200913_02_T1,LC80100602013140LGN02
LC08_L2SP_010061_20130520_20200913_02_T2,LC08_L1GT_010061_20130520_20200913_02_T2,LC80100612013140LGN02,2013/05/20,T2,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-20 15:28:28.738442,2013-05-20 15:28:58.534462,LGN,DAY,  85.33,  85.33,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,56.80037763,48.21122603,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.32"S,78°49'07.57"W,0°27'30.96"S,79°49'54.37"W,0°27'28.73"S,77°48'30.85"W,2°26'32.10"S,79°49'50.70"W,2°26'20.18"S,77°48'20.84"W, -1.44620, -78.81877, -0.45860, -79.83177, -0.45798, -77.80857, -2.44225, -79.83075, -2.43894, -77.80579,LC08_L2SP_010061_20130520_20200913_02_T2,LC80100612013140LGN02
LC08_L2SP_010062_20130520_20200912_02_T2,LC08_L1GT_010062_20130520_20200912_02_T2,LC80100622013140LGN02,2013/05/20,T2,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-20 15:28:52.667602,2013-05-20 15:29:22.463623,LGN,DAY,  40.17,  39.38,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,55.67001905,46.83251493,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.76"S,79°07'34.54"W,1°54'18.50"S,80°08'28.79"W,1°54'10.55"S,78°07'00.08"W,3°53'20.18"S,80°08'23.39"W,3°53'03.91"S,78°06'42.05"W, -2.89299, -79.12626, -1.90514, -80.14133, -1.90293, -78.11669, -3.88894, -80.13983, -3.88442, -78.11168,LC08_L2SP_010062_20130520_20200912_02_T2,LC80100622013140LGN02
LC08_L2SP_010063_20130520_20200913_02_T2,LC08_L1GT_010063_20130520_20200913_02_T2,LC80100632013140LGN02,2013/05/20,T2,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-20 15:29:16.584055,2013-05-20 15:29:46.380075,LGN,DAY,  89.28,  89.29,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,54.51900485,45.55618041,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'19.79"S,79°26'03.05"W,3°21'06.62"S,80°27'03.17"W,3°20'54.92"S,78°25'24.92"W,5°20'08.52"S,80°26'58.02"W,5°19'49.87"S,78°25'00.70"W, -4.33883, -79.43418, -3.35184, -80.45088, -3.34859, -78.42359, -5.33570, -80.44945, -5.33052, -78.41686,LC08_L2SP_010063_20130520_20200913_02_T2,LC80100632013140LGN02
LC08_L2SP_010064_20130520_20200912_02_T2,LC08_L1GT_010064_20130520_20200912_02_T2,LC80100642013140LGN02,2013/05/20,T2,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-20 15:29:40.513216,2013-05-20 15:30:10.309236,LGN,DAY,  98.21,  98.22,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,53.34828607,44.37337193,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'06.68"S,79°44'34.73"W,4°47'54.74"S,80°45'39.67"W,4°47'41.32"S,78°43'47.39"W,6°46'56.60"S,80°45'36.65"W,6°46'37.60"S,78°43'18.88"W, -5.78519, -79.74298, -4.79854, -80.76102, -4.79481, -78.72983, -6.78239, -80.76018, -6.77711, -78.72191,LC08_L2SP_010064_20130520_20200912_02_T2,LC80100642013140LGN02
LC08_L2SP_011059_20130527_20200912_02_T2,LC08_L1GT_011059_20130527_20200912_02_T2,LC80110592013147LGN01,2013/05/27,T2,2, 011, 059, 011, 059,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-27 15:33:53.551306,2013-05-27 15:34:23.347326,LGN,DAY,  71.72,  53.11,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.13417386,49.42077878,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.32"N,79°45'10.87"W,2°25'54.77"N,80°45'51.62"W,2°25'48.04"N,78°44'37.64"W,0°27'11.77"N,80°45'52.34"W,0°27'10.51"N,78°44'44.66"W,  1.44620, -79.75302,  2.43188, -80.76434,  2.43001, -78.74379,  0.45327, -80.76454,  0.45292, -78.74574,LC08_L2SP_011059_20130527_20200912_02_T2,LC80110592013147LGN01
LC08_L2SP_011060_20130527_20200912_02_T2,LC08_L1GT_011060_20130527_20200912_02_T2,LC80110602013147LGN01,2013/05/27,T2,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/12,2020/09/12,2013-05-27 15:34:17.467759,2013-05-27 15:34:47.263779,LGN,DAY,  99.72,  99.33,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,57.02310523,47.92365059,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.29"S,80°03'36.58"W,0°59'16.66"N,81°04'18.84"W,0°59'14.60"N,79°02'59.89"W,0°59'36.20"S,81°04'18.84"W,0°59'34.12"S,79°02'59.86"W, -0.00008, -80.06016,  0.98796, -81.07190,  0.98739, -79.04997, -0.99339, -81.07190, -0.99281, -79.04996,LC08_L2SP_011060_20130527_20200912_02_T2,LC80110602013147LGN01
LC08_L2SP_011061_20130527_20200913_02_T2,LC08_L1GT_011061_20130527_20200913_02_T2,LC80110612013147LGN01,2013/05/27,T2,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-27 15:34:41.388447,2013-05-27 15:35:11.184468,LGN,DAY,  99.42,  98.41,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,55.88836242,46.53694316,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.65"S,80°22'02.35"W,0°27'31.28"S,81°22'45.30"W,0°27'30.64"S,79°21'26.64"W,2°26'23.96"S,81°22'46.49"W,2°26'20.54"S,79°21'21.49"W, -1.44657, -80.36732, -0.45869, -81.37925, -0.45851, -79.35740, -2.43999, -81.37958, -2.43904, -79.35597,LC08_L2SP_011061_20130527_20200913_02_T2,LC80110612013147LGN01
LC08_L2SP_011062_20130527_20200913_02_T1,LC08_L1TP_011062_20130527_20200913_02_T1,LC80110622013147LGN01,2013/05/27,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/13,2020/09/13,2013-05-27 15:35:05.309136,2013-05-27 15:35:35.105157,LGN,DAY,  69.83,  64.21,54,5,    7.714,    5.046,    5.836,LPGS_15.3.1c,54.73250662,45.25291602,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.40"S,80°40'29.10"W,1°54'18.79"S,81°41'13.02"W,1°54'17.42"S,79°39'50.26"W,3°53'10.97"S,81°41'17.30"W,3°53'08.16"S,79°39'41.87"W, -2.89289, -80.67475, -1.90522, -81.68695, -1.90484, -79.66396, -3.88638, -81.68814, -3.88560, -79.66163,LC08_L2SP_011062_20130527_20200913_02_T1,LC80110622013147LGN01
